InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
rb9995,20160301,1944.0,1934.0,1902.0,1934.0,3800.0,73356940.0,14226.0
rb9995,20160302,1950.0,1943.0,1911.0,1943.0,3050.0,59142600.0,13694.0
rb9995,20160303,1972.0,1933.0,1926.0,1933.0,2034.0,39492600.0,13548.0
rb9995,20160304,1957.0,1948.0,1921.0,1948.0,2282.0,44244900.0,13506.0
rb9995,20160307,2034.0,2033.0,1951.0,2033.0,5104.0,102143960.0,13532.0
rb9995,20160308,2101.0,2101.0,2038.0,2101.0,11702.0,244552320.0,10736.0
rb9995,20160309,2158.0,2061.0,1931.0,2061.0,12494.0,256520100.0,10556.0
rb9995,20160310,2150.0,2080.0,2053.0,2080.0,9368.0,197437640.0,10518.0
rb9995,20160311,2082.0,2040.0,2031.0,2040.0,4018.0,82842720.0,10486.0
rb9995,20160314,2091.0,1998.0,1995.0,1998.0,5086.0,103516460.0,10372.0
rb9995,20160315,2015.0,1975.0,1953.0,1975.0,2890.0,57655940.0,10260.0
rb9995,20160316,2018.0,2013.0,1978.0,2013.0,1860.0,37114480.0,10406.0
rb9995,20160317,2054.0,2052.0,1990.0,2052.0,562.0,11360760.0,7120.0
rb9995,20160318,2110.0,2072.0,2051.0,2072.0,2224.0,46220380.0,7022.0
rb9995,20160321,2151.0,2113.0,2054.0,2113.0,1392.0,29165560.0,6984.0
rb9995,20160322,2152.0,2125.0,2111.0,2125.0,708.0,15115140.0,6990.0
rb9995,20160323,2200.0,2164.0,2119.0,2164.0,1068.0,23095180.0,7040.0
rb9995,20160324,2172.0,2091.0,2085.0,2091.0,1004.0,21266340.0,7032.0
rb9995,20160325,2149.0,2149.0,2093.0,2149.0,1318.0,27971460.0,6952.0
rb9995,20160328,2172.0,2108.0,2100.0,2108.0,2048.0,44107480.0,7058.0
rb9995,20160329,2136.0,2122.0,2104.0,2122.0,844.0,17903800.0,7182.0
rb9995,20160330,2127.0,2096.0,2083.0,2096.0,594.0,12449340.0,7092.0
rb9995,20160331,2120.0,2111.0,2089.0,2111.0,496.0,10433760.0,7038.0
