InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
bu1605,20160301,1816.0,1710.0,1690.0,1756.0,9754.0,170280400.0,0.0
bu1605,20160302,1832.0,1770.0,1740.0,1820.0,3582.0,63860000.0,0.0
bu1605,20160303,1858.0,1820.0,1796.0,1798.0,2978.0,54380560.0,0.0
bu1605,20160304,1834.0,1816.0,1778.0,1816.0,3516.0,63550560.0,0.0
bu1605,20160307,1914.0,1816.0,1808.0,1914.0,4036.0,75346240.0,0.0
bu1605,20160308,1976.0,1914.0,1754.0,1868.0,10692.0,202654080.0,0.0
bu1605,20160309,1894.0,1894.0,1780.0,1788.0,7574.0,136956320.0,0.0
bu1605,20160310,1856.0,1788.0,1766.0,1766.0,5934.0,107549040.0,0.0
bu1605,20160311,1804.0,1766.0,1766.0,1788.0,1994.0,35599280.0,0.0
bu1605,20160314,1818.0,1788.0,1778.0,1782.0,2482.0,44710960.0,0.0
bu1605,20160315,1804.0,1782.0,1766.0,1772.0,1958.0,34896400.0,0.0
bu1605,20160316,1808.0,1772.0,1766.0,1800.0,1264.0,22665000.0,0.0
bu1605,20160317,1844.0,1800.0,1794.0,1828.0,2042.0,37145120.0,0.0
bu1605,20160318,1886.0,1828.0,1828.0,1872.0,4764.0,88606160.0,0.0
bu1605,20160321,1904.0,1870.0,1846.0,1858.0,3200.0,60149960.0,0.0
bu1605,20160322,1894.0,1858.0,1858.0,1866.0,2822.0,52758360.0,0.0
bu1605,20160323,1892.0,1846.0,1830.0,1830.0,1428.0,26561440.0,0.0
bu1605,20160324,1834.0,1830.0,1748.0,1748.0,2094.0,37396560.0,0.0
bu1605,20160325,1772.0,1748.0,1732.0,1756.0,1170.0,20462640.0,0.0
bu1605,20160328,1790.0,1756.0,1728.0,1732.0,686.0,12161760.0,0.0
bu1605,20160329,1750.0,1732.0,1708.0,1716.0,508.0,8785360.0,0.0
bu1605,20160330,1780.0,1720.0,1710.0,1734.0,878.0,15173240.0,0.0
bu1605,20160331,1766.0,1734.0,1702.0,1718.0,1162.0,20181160.0,0.0
