InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
CF605,20160401,10900.0,10900.0,10850.0,10885.0,4122.0,44806140.0,35996.0
CF605,20160405,10995.0,10885.0,10875.0,10895.0,3434.0,37482110.0,33696.0
CF605,20160406,10955.0,10895.0,10895.0,10945.0,7142.0,78097770.0,28250.0
CF605,20160407,10950.0,10950.0,10855.0,10885.0,5962.0,64896370.0,23360.0
CF605,20160408,10915.0,10885.0,10845.0,10885.0,4056.0,44088720.0,20646.0
CF605,20160411,11200.0,10905.0,10880.0,11185.0,14790.0,163207650.0,16674.0
CF605,20160412,11255.0,11175.0,11085.0,11180.0,9272.0,103429160.0,18206.0
CF605,20160413,11605.0,11180.0,11180.0,11605.0,14512.0,167468480.0,22992.0
CF605,20160414,11680.0,11580.0,11250.0,11395.0,25760.0,294952000.0,21924.0
CF605,20160415,11460.0,11395.0,11210.0,11245.0,4552.0,51665200.0,21358.0
CF605,20160418,11805.0,11245.0,11195.0,11805.0,5510.0,64301700.0,22004.0
CF605,20160419,12020.0,11855.0,11745.0,11840.0,9224.0,109581120.0,22438.0
CF605,20160420,12360.0,11840.0,11840.0,12360.0,5752.0,70462000.0,22074.0
CF605,20160421,12740.0,12030.0,11945.0,12740.0,4050.0,50544000.0,22300.0
CF605,20160422,13080.0,12740.0,12205.0,12385.0,8646.0,109588050.0,22146.0
CF605,20160425,12825.0,12275.0,12270.0,12395.0,7218.0,89791920.0,21388.0
CF605,20160426,12940.0,12705.0,12335.0,12600.0,5940.0,75645900.0,20178.0
CF605,20160427,12760.0,12600.0,12275.0,12435.0,2376.0,29700000.0,19724.0
CF605,20160428,12465.0,12460.0,11880.0,12005.0,4996.0,61101080.0,18914.0
CF605,20160429,12210.0,12005.0,11970.0,12165.0,3206.0,38776570.0,18322.0
