InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
sn1611,20160201,99320.0,99320.0,99320.0,99320.0,0.0,0.0,0.0
sn1611,20160202,100100.0,100100.0,100100.0,100100.0,0.0,0.0,0.0
sn1611,20160203,99320.0,99320.0,99320.0,99320.0,0.0,0.0,0.0
sn1611,20160204,99330.0,99330.0,99330.0,99330.0,0.0,0.0,0.0
sn1611,20160205,99980.0,99980.0,99980.0,99980.0,0.0,0.0,0.0
sn1611,20160215,100500.0,100500.0,100500.0,100500.0,0.0,0.0,0.0
sn1611,20160216,100420.0,100420.0,100420.0,100420.0,0.0,0.0,0.0
sn1611,20160217,100380.0,100380.0,100380.0,100380.0,0.0,0.0,0.0
sn1611,20160218,99920.0,99920.0,99920.0,99920.0,0.0,0.0,0.0
sn1611,20160219,99930.0,99930.0,99930.0,99930.0,0.0,0.0,0.0
sn1611,20160222,99940.0,99940.0,99940.0,99940.0,0.0,0.0,0.0
sn1611,20160223,101980.0,101980.0,101980.0,101980.0,0.0,0.0,0.0
sn1611,20160224,104790.0,104790.0,104790.0,104790.0,0.0,0.0,0.0
sn1611,20160225,105690.0,105690.0,105690.0,105690.0,0.0,0.0,0.0
sn1611,20160226,105760.0,105760.0,105760.0,105760.0,0.0,0.0,0.0
sn1611,20160229,106550.0,106550.0,106550.0,106550.0,0.0,0.0,0.0
