InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
fb1609,20160104,59.35,59.35,59.35,59.35,0.0,0.0,0.0
fb1609,20160105,57.45,57.45,57.45,57.45,0.0,0.0,0.0
fb1609,20160106,55.8,55.8,55.8,55.8,0.0,0.0,0.0
fb1609,20160107,59.1,59.1,59.1,59.1,0.0,0.0,0.0
fb1609,20160108,62.0,62.0,62.0,62.0,0.0,0.0,0.0
fb1609,20160111,58.95,58.95,58.95,58.95,0.0,0.0,0.0
fb1609,20160112,59.75,59.75,59.75,59.75,0.0,0.0,0.0
fb1609,20160113,58.25,58.25,58.25,58.25,0.0,0.0,0.0
fb1609,20160114,56.55,56.55,56.55,56.55,0.0,0.0,0.0
fb1609,20160115,54.35,54.35,54.35,54.35,0.0,0.0,0.0
fb1609,20160118,59.45,59.45,59.45,59.45,0.0,0.0,0.0
fb1609,20160119,57.7,57.7,57.7,57.7,0.0,0.0,0.0
fb1609,20160120,58.1,58.1,58.1,58.1,0.0,0.0,0.0
fb1609,20160121,57.45,57.45,57.45,57.45,0.0,0.0,0.0
fb1609,20160122,57.2,57.2,57.2,57.2,0.0,0.0,0.0
fb1609,20160125,57.8,57.8,57.8,57.8,0.0,0.0,0.0
fb1609,20160126,59.45,59.45,59.45,59.45,0.0,0.0,0.0
fb1609,20160127,57.75,57.75,57.75,57.75,0.0,0.0,0.0
fb1609,20160128,57.75,57.75,57.75,57.75,0.0,0.0,0.0
fb1609,20160129,59.35,59.35,59.35,59.35,0.0,0.0,0.0
