InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
bb9999,20160104,83.4,83.4,83.4,83.4,0.0,0.0,36.0
bb9999,20160105,78.4,78.4,78.4,78.4,0.0,0.0,36.0
bb9999,20160106,72.15,72.15,72.15,72.15,0.0,0.0,36.0
bb9999,20160107,72.15,72.15,72.15,72.15,0.0,0.0,36.0
bb9999,20160108,90.6,90.6,90.6,90.6,0.0,0.0,0.0
bb9999,20160111,90.6,90.6,90.6,90.6,0.0,0.0,0.0
bb9999,20160112,72.15,72.15,72.15,72.15,0.0,0.0,36.0
bb9999,20160113,90.6,90.6,90.6,90.6,0.0,0.0,0.0
bb9999,20160114,72.15,72.15,72.15,72.15,0.0,0.0,36.0
bb9999,20160115,72.15,72.15,72.15,72.15,0.0,0.0,0.0
bb9999,20160118,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160119,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160120,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160121,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160122,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160125,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160126,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160127,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160128,77.3,77.3,77.3,77.3,0.0,0.0,0.0
bb9999,20160129,77.3,77.3,77.3,77.3,0.0,0.0,0.0
