InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
ag1608,20160104,3323.0,3323.0,3323.0,3323.0,0.0,0.0,94.0
ag1608,20160105,3322.0,3322.0,3322.0,3322.0,0.0,0.0,94.0
ag1608,20160106,3349.0,3342.0,3339.0,3342.0,8.0,401370.0,94.0
ag1608,20160107,3342.0,3342.0,3342.0,3342.0,0.0,0.0,94.0
ag1608,20160108,3394.0,3392.0,3383.0,3387.0,112.0,5686200.0,66.0
ag1608,20160111,3387.0,3387.0,3387.0,3387.0,0.0,0.0,66.0
ag1608,20160112,3369.0,3369.0,3369.0,3369.0,0.0,0.0,66.0
ag1608,20160113,3333.0,3333.0,3333.0,3333.0,0.0,0.0,66.0
ag1608,20160114,3295.0,3295.0,3295.0,3295.0,0.0,0.0,66.0
ag1608,20160115,3326.0,3326.0,3326.0,3326.0,0.0,0.0,66.0
ag1608,20160118,3327.0,3314.0,3314.0,3327.0,2.0,99810.0,64.0
ag1608,20160119,3327.0,3327.0,3327.0,3327.0,0.0,0.0,64.0
ag1608,20160120,3336.0,3327.0,3327.0,3336.0,8.0,400290.0,60.0
ag1608,20160121,3350.0,3336.0,3336.0,3350.0,30.0,1507500.0,60.0
ag1608,20160122,3350.0,3350.0,3350.0,3350.0,0.0,0.0,60.0
ag1608,20160125,3336.0,3336.0,3336.0,3336.0,0.0,0.0,60.0
ag1608,20160126,3370.0,3314.0,3314.0,3370.0,6.0,302280.0,62.0
ag1608,20160127,3370.0,3370.0,3370.0,3370.0,0.0,0.0,62.0
ag1608,20160128,3412.0,3412.0,3412.0,3412.0,0.0,0.0,62.0
ag1608,20160129,3397.0,3397.0,3397.0,3397.0,0.0,0.0,62.0
