InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
RI701,20160601,2761.0,2761.0,2761.0,2761.0,0.0,0.0,0.0
RI701,20160602,2658.0,2658.0,2658.0,2658.0,0.0,0.0,0.0
RI701,20160603,2658.0,2658.0,2658.0,2658.0,0.0,0.0,0.0
RI701,20160606,2658.0,2658.0,2658.0,2658.0,0.0,0.0,0.0
RI701,20160607,2658.0,2658.0,2658.0,2658.0,0.0,0.0,0.0
RI701,20160608,2658.0,2658.0,2658.0,2658.0,0.0,0.0,0.0
RI701,20160613,2786.0,2658.0,2525.0,2676.0,28.0,74032.0,12.0
RI701,20160614,2745.0,2676.0,2560.0,2677.0,162.0,432702.0,30.0
RI701,20160615,2723.0,2591.0,2591.0,2687.0,100.0,264900.0,36.0
RI701,20160616,2718.0,2687.0,2687.0,2710.0,4.0,10856.0,38.0
RI701,20160617,2756.0,2710.0,2636.0,2680.0,12.0,32304.0,36.0
RI701,20160620,2720.0,2680.0,2680.0,2692.0,4.0,10824.0,36.0
RI701,20160621,2755.0,2692.0,2654.0,2708.0,6.0,16236.0,38.0
RI701,20160622,2725.0,2600.0,2600.0,2701.0,64.0,169728.0,38.0
RI701,20160623,2714.0,2682.0,2682.0,2696.0,16.0,43120.0,40.0
RI701,20160624,2721.0,2696.0,2658.0,2661.0,12.0,32160.0,44.0
RI701,20160627,2788.0,2661.0,2572.0,2740.0,214.0,584648.0,52.0
RI701,20160628,2808.0,2740.0,2740.0,2757.0,24.0,66744.0,56.0
RI701,20160629,2830.0,2757.0,2757.0,2798.0,12.0,33612.0,58.0
RI701,20160630,2858.0,2774.0,2774.0,2838.0,42.0,118188.0,40.0
