InstrumentId,TradingDate,High,Open,Low,Close,Volume,Turnover,OpenInterest
p9997,20160701,5248.0,5248.0,5114.0,5248.0,8.0,414480.0,0.0
p9997,20160704,5382.0,5202.0,5202.0,5202.0,40.0,2126880.0,2.0
p9997,20160705,5280.0,5260.0,5260.0,5260.0,6.0,316400.0,4.0
p9997,20160706,5272.0,5272.0,5272.0,5272.0,0.0,0.0,4.0
p9997,20160707,5062.0,5062.0,5062.0,5062.0,2.0,101240.0,4.0
p9997,20160708,5062.0,5062.0,5062.0,5062.0,0.0,0.0,4.0
p9997,20160711,5156.0,5030.0,5014.0,5030.0,6.0,304000.0,6.0
p9997,20160712,5066.0,5066.0,5066.0,5066.0,0.0,0.0,6.0
p9997,20160713,5066.0,5066.0,5066.0,5066.0,0.0,0.0,6.0
p9997,20160714,5066.0,5066.0,5066.0,5066.0,0.0,0.0,6.0
p9997,20160715,5196.0,5196.0,5196.0,5196.0,2.0,103920.0,6.0
p9997,20160718,5300.0,5274.0,5204.0,5274.0,714992.0,37590713240.0,238620.0
p9997,20160719,5284.0,5216.0,5174.0,5216.0,546684.0,28592494080.0,219204.0
p9997,20160720,5282.0,5266.0,5174.0,5266.0,364738.0,19072130240.0,196692.0
p9997,20160721,5270.0,5232.0,5220.0,5232.0,236392.0,12397798840.0,177612.0
p9997,20160722,5266.0,5136.0,5112.0,5136.0,247452.0,12873992160.0,159650.0
p9997,20160725,5160.0,5126.0,5084.0,5126.0,157530.0,8074254560.0,146094.0
p9997,20160726,5122.0,5120.0,5062.0,5120.0,93840.0,4775703760.0,139096.0
p9997,20160727,5314.0,5314.0,5314.0,5314.0,0.0,0.0,47422128.0
p9997,20160728,5314.0,5314.0,5314.0,5314.0,0.0,0.0,47423408.0
p9997,20160729,5190.0,5190.0,5190.0,5190.0,2.0,103800.0,47423328.0
