代码,名称
600000.SH,浦发银行
600009.SH,上海机场
600016.SH,民生银行
600028.SH,中国石化
600030.SH,中信证券
600031.SH,三一重工
600036.SH,招商银行
600048.SH,保利地产
600050.SH,中国联通
600104.SH,上汽集团
600196.SH,复星医药
600276.SH,恒瑞医药
600309.SH,万华化学
600340.SH,华夏幸福
600519.SH,贵州茅台
600547.SH,山东黄金
600585.SH,海螺水泥
600690.SH,海尔智家
600703.SH,三安光电
600837.SH,海通证券
600887.SH,伊利股份
601012.SH,隆基股份
601066.SH,中信建投
601088.SH,中国神华
601111.SH,中国国航
601138.SH,工业富联
601166.SH,兴业银行
601186.SH,中国铁建
601211.SH,国泰君安
601236.SH,红塔证券
601288.SH,农业银行
601318.SH,中国平安
601319.SH,中国人保
601328.SH,交通银行
601336.SH,新华保险
601390.SH,中国中铁
601398.SH,工商银行
601601.SH,中国太保
601628.SH,中国人寿
601668.SH,中国建筑
601688.SH,华泰证券
601766.SH,中国中车
601818.SH,光大银行
601857.SH,中国石油
601888.SH,中国国旅
601939.SH,建设银行
601988.SH,中国银行
601989.SH,中国重工
603259.SH,药明康德
603993.SH,洛阳钼业
