代码,名称
000011.SZ,深物业A
000016.SZ,深康佳A
000019.SZ,深粮控股
000030.SZ,富奥股份
000034.SZ,神州数码
000035.SZ,中国天楹
000036.SZ,华联控股
000038.SZ,深大通
000040.SZ,东旭蓝天
000049.SZ,德赛电池
000055.SZ,方大集团
000056.SZ,皇庭国际
000058.SZ,深赛格
000059.SZ,华锦股份
000065.SZ,北方国际
000070.SZ,特发信息
000088.SZ,盐田港
000150.SZ,宜华健康
000155.SZ,川能动力
000429.SZ,粤高速A
000498.SZ,山东路桥
000507.SZ,珠海港
000514.SZ,渝开发
000516.SZ,国际医学
000517.SZ,荣安地产
000520.SZ,长航凤凰
000525.SZ,红太阳
000532.SZ,华金资本
000540.SZ,中天金融
000544.SZ,中原环保
000545.SZ,金浦钛业
000546.SZ,金圆股份
000550.SZ,江铃汽车
000552.SZ,靖远煤电
000555.SZ,神州信息
000557.SZ,西部创业
000560.SZ,我爱我家
000561.SZ,烽火电子
000567.SZ,海德股份
000576.SZ,广东甘化
000582.SZ,北部湾港
000584.SZ,哈工智能
000591.SZ,太阳能
000592.SZ,平潭发展
000597.SZ,东北制药
000601.SZ,韶能股份
000603.SZ,盛达资源
000615.SZ,京汉股份
000620.SZ,新华联
000626.SZ,远大控股
000639.SZ,西王食品
000650.SZ,仁和药业
000652.SZ,泰达股份
000657.SZ,中钨高新
000662.SZ,天夏智慧
000665.SZ,湖北广电
000666.SZ,经纬纺机
000667.SZ,美好置业
000672.SZ,上峰水泥
000676.SZ,智度股份
000682.SZ,东方电子
000683.SZ,远兴能源
000687.SZ,华讯方舟
000688.SZ,国城矿业
000697.SZ,炼石航空
000708.SZ,中信特钢
000710.SZ,贝瑞基因
000711.SZ,京蓝科技
000720.SZ,新能泰山
000726.SZ,鲁泰A
000733.SZ,振华科技
000735.SZ,罗牛山
000739.SZ,普洛药业
000751.SZ,锌业股份
000789.SZ,万年青
000791.SZ,甘肃电投
000793.SZ,华闻集团
000795.SZ,英洛华
000796.SZ,凯撒旅业
000797.SZ,中国武夷
000799.SZ,酒鬼酒
000800.SZ,一汽解放
000801.SZ,四川九洲
000802.SZ,北京文化
000810.SZ,创维数字
000811.SZ,冰轮环境
000815.SZ,美利云
000818.SZ,航锦科技
000821.SZ,京山轻机
000822.SZ,山东海化
000828.SZ,东莞控股
000829.SZ,天音控股
000831.SZ,五矿稀土
000836.SZ,富通鑫茂
000838.SZ,财信发展
000851.SZ,高鸿股份
000875.SZ,吉电股份
000881.SZ,中广核技
000882.SZ,华联股份
000885.SZ,城发环境
000889.SZ,中嘉博创
000892.SZ,欢瑞世纪
000900.SZ,现代投资
000901.SZ,航天科技
000902.SZ,新洋丰
000903.SZ,云内动力
000905.SZ,厦门港务
000910.SZ,大亚圣象
000913.SZ,钱江摩托
000915.SZ,山大华特
000917.SZ,电广传媒
000918.SZ,嘉凯城
000921.SZ,海信家电
000923.SZ,河钢资源
000925.SZ,众合科技
000926.SZ,福星股份
000927.SZ,*ST夏利
000928.SZ,中钢国际
000931.SZ,中关村
000933.SZ,神火股份
000935.SZ,四川双马
000936.SZ,华西股份
000950.SZ,重药控股
000951.SZ,中国重汽
000957.SZ,中通客车
000958.SZ,东方能源
000965.SZ,天保基建
000968.SZ,蓝焰控股
000969.SZ,安泰科技
000973.SZ,佛塑科技
000976.SZ,华铁股份
000989.SZ,九芝堂
000996.SZ,中国中期
001696.SZ,宗申动力
001896.SZ,豫能控股
001914.SZ,招商积余
002016.SZ,世荣兆业
002020.SZ,京新药业
002022.SZ,科华生物
002023.SZ,海特高新
002025.SZ,航天电器
002029.SZ,七匹狼
002031.SZ,巨轮智能
002034.SZ,旺能环境
002035.SZ,华帝股份
002036.SZ,联创电子
002041.SZ,登海种业
002042.SZ,华孚时尚
002043.SZ,兔宝宝
002047.SZ,宝鹰股份
002055.SZ,得润电子
002060.SZ,粤水电
002061.SZ,浙江交科
002063.SZ,远光软件
002067.SZ,景兴纸业
002068.SZ,黑猫股份
002073.SZ,软控股份
002079.SZ,苏州固锝
002080.SZ,中材科技
002091.SZ,江苏国泰
002094.SZ,青岛金王
002095.SZ,生意宝
002097.SZ,山河智能
002099.SZ,海翔药业
002100.SZ,天康生物
002101.SZ,广东鸿图
002104.SZ,恒宝股份
002108.SZ,沧州明珠
002115.SZ,三维通信
002117.SZ,东港股份
002121.SZ,*ST科陆
002123.SZ,梦网集团
002124.SZ,天邦股份
002126.SZ,银轮股份
002130.SZ,沃尔核材
002135.SZ,东南网架
002137.SZ,麦达数字
002138.SZ,顺络电子
002139.SZ,拓邦股份
002141.SZ,贤丰控股
002145.SZ,中核钛白
002148.SZ,北纬科技
002151.SZ,北斗星通
002156.SZ,通富微电
002158.SZ,汉钟精机
002166.SZ,莱茵生物
002167.SZ,东方锆业
002168.SZ,惠程科技
002171.SZ,楚江新材
002182.SZ,云海金属
002185.SZ,华天科技
002192.SZ,*ST融捷
002197.SZ,证通电子
002204.SZ,大连重工
002206.SZ,海利得
002215.SZ,诺普信
002216.SZ,三全食品
002218.SZ,拓日新能
002219.SZ,*ST恒康
002222.SZ,福晶科技
002224.SZ,三力士
002226.SZ,江南化工
002228.SZ,合兴包装
002229.SZ,鸿博股份
002232.SZ,启明信息
002234.SZ,民和股份
002235.SZ,安妮股份
002237.SZ,恒邦股份
002239.SZ,奥特佳
002240.SZ,威华股份
002243.SZ,通产丽星
002245.SZ,澳洋顺昌
