代码,名称
002246.SZ,北化股份
002251.SZ,步步高
002254.SZ,泰和新材
002256.SZ,*ST兆新
002258.SZ,利尔化学
002261.SZ,拓维信息
002262.SZ,恩华药业
002267.SZ,陕天然气
002274.SZ,华昌化工
002276.SZ,万马股份
002277.SZ,友阿股份
002279.SZ,久其软件
002283.SZ,天润工业
002284.SZ,亚太股份
002292.SZ,奥飞娱乐
002293.SZ,罗莱生活
002298.SZ,中电兴发
002301.SZ,齐心集团
002303.SZ,美盈森
002305.SZ,南国置业
002307.SZ,北新路桥
002308.SZ,威创股份
002309.SZ,中利集团
002313.SZ,日海智能
002314.SZ,南山控股
002318.SZ,久立特材
002320.SZ,海峡股份
002322.SZ,理工环科
002326.SZ,永太科技
002327.SZ,富安娜
002332.SZ,仙琚制药
002335.SZ,科华恒盛
002341.SZ,新纶科技
002343.SZ,慈文传媒
002344.SZ,海宁皮城
002345.SZ,潮宏基
002346.SZ,柘中股份
002351.SZ,漫步者
002355.SZ,兴民智通
002364.SZ,中恒电气
002367.SZ,康力电梯
002370.SZ,亚太药业
002376.SZ,新北洋
002377.SZ,国创高新
002378.SZ,章源钨业
002383.SZ,合众思壮
002389.SZ,航天彩虹
002393.SZ,力生制药
002396.SZ,星网锐捷
002400.SZ,省广集团
002402.SZ,和而泰
002405.SZ,四维图新
002409.SZ,雅克科技
002413.SZ,雷科防务
002421.SZ,达实智能
002425.SZ,凯撒文化
002428.SZ,云南锗业
002429.SZ,兆驰股份
002430.SZ,杭氧股份
002433.SZ,太安堂
002435.SZ,长江健康
002436.SZ,兴森科技
002443.SZ,金洲管道
002446.SZ,盛路通信
002447.SZ,*ST晨鑫
002449.SZ,国星光电
002451.SZ,摩恩电气
002458.SZ,益生股份
002461.SZ,珠江啤酒
002462.SZ,嘉事堂
002464.SZ,众应互联
002467.SZ,二六三
002474.SZ,榕基软件
002478.SZ,常宝股份
002481.SZ,双塔食品
002484.SZ,江海股份
002485.SZ,希努尔
002488.SZ,金固股份
002489.SZ,浙江永强
002497.SZ,雅化集团
002498.SZ,汉缆股份
002510.SZ,天汽模
002511.SZ,中顺洁柔
002512.SZ,达华智能
002515.SZ,金字火腿
002516.SZ,旷达科技
002518.SZ,科士达
002519.SZ,银河电子
002522.SZ,浙江众成
002530.SZ,金财互联
002531.SZ,天顺风能
002534.SZ,杭锅股份
002537.SZ,海联金汇
002538.SZ,司尔特
002539.SZ,云图控股
002542.SZ,中化岩土
002545.SZ,东方铁塔
002547.SZ,春兴精工
002550.SZ,千红制药
002556.SZ,辉隆股份
002557.SZ,洽洽食品
002562.SZ,兄弟科技
002564.SZ,天沃科技
002565.SZ,顺灏股份
002567.SZ,唐人神
002568.SZ,百润股份
002581.SZ,未名医药
002582.SZ,好想你
002585.SZ,双星新材
002590.SZ,万安科技
002596.SZ,海南瑞泽
002597.SZ,金禾实业
002605.SZ,姚记科技
002609.SZ,捷顺科技
002610.SZ,爱康科技
002611.SZ,东方精工
002614.SZ,奥佳华
002617.SZ,露笑科技
002618.SZ,丹邦科技
002619.SZ,艾格拉斯
002621.SZ,美吉姆
002626.SZ,金达威
002630.SZ,华西能源
002631.SZ,德尔未来
002636.SZ,金安国纪
002638.SZ,勤上股份
002639.SZ,雪人股份
002643.SZ,万润股份
002646.SZ,青青稞酒
002647.SZ,仁东控股
002648.SZ,卫星石化
002649.SZ,博彦科技
002650.SZ,加加食品
002651.SZ,利君股份
002657.SZ,中科金财
002662.SZ,京威股份
002663.SZ,普邦股份
002664.SZ,长鹰信质
002668.SZ,奥马电器
002675.SZ,东诚药业
002677.SZ,浙江美大
002683.SZ,宏大爆破
002685.SZ,华东重机
002695.SZ,煌上煌
002697.SZ,红旗连锁
002698.SZ,博实股份
002705.SZ,新宝股份
002712.SZ,思美传媒
002717.SZ,岭南股份
002721.SZ,金一文化
002726.SZ,龙大肉食
002727.SZ,一心堂
002733.SZ,雄韬股份
002737.SZ,葵花药业
002741.SZ,光华科技
002746.SZ,仙坛股份
002747.SZ,埃斯顿
002751.SZ,易尚展示
002755.SZ,奥赛康
002756.SZ,永兴材料
002759.SZ,天际股份
002768.SZ,国恩股份
002769.SZ,普路通
002776.SZ,柏堡龙
002777.SZ,久远银海
002782.SZ,可立克
002792.SZ,通宇通讯
002796.SZ,世嘉科技
002798.SZ,帝欧家居
002822.SZ,中装建设
002832.SZ,比音勒芬
002833.SZ,弘亚数控
002840.SZ,华统股份
002850.SZ,科达利
002851.SZ,麦格米特
002852.SZ,道道全
002859.SZ,洁美科技
002895.SZ,川恒股份
002901.SZ,大博医疗
002906.SZ,华阳集团
002907.SZ,华森制药
002911.SZ,佛燃能源
002912.SZ,中新赛克
002913.SZ,奥士康
002918.SZ,蒙娜丽莎
002928.SZ,华夏航空
002929.SZ,润建股份
002930.SZ,宏川智慧
002933.SZ,新兴装备
002947.SZ,恒铭达
002950.SZ,奥美医疗
002951.SZ,金时科技
002955.SZ,鸿合科技
300006.SZ,莱美药业
300007.SZ,汉威科技
300011.SZ,鼎汉技术
300016.SZ,北陆药业
300020.SZ,银江股份
300021.SZ,大禹节水
300031.SZ,宝通科技
300034.SZ,钢研高纳
300036.SZ,超图软件
300037.SZ,新宙邦
300038.SZ,数知科技
300039.SZ,上海凯宝
300043.SZ,星辉娱乐
300044.SZ,赛为智能
300045.SZ,华力创通
300047.SZ,天源迪科
300053.SZ,欧比特
300054.SZ,鼎龙股份
300055.SZ,万邦达
300061.SZ,旗天科技
300064.SZ,豫金刚石
300065.SZ,海兰信
300066.SZ,三川智慧
300068.SZ,南都电源
300073.SZ,当升科技
300075.SZ,数字政通
300078.SZ,思创医惠
300079.SZ,数码科技
300081.SZ,恒信东方
300083.SZ,劲胜智能
300085.SZ,银之杰
300091.SZ,金通灵
300096.SZ,易联众
300098.SZ,高新兴
300100.SZ,双林股份
300101.SZ,振芯科技
300102.SZ,乾照光电
300107.SZ,建新股份
300109.SZ,新开源
300110.SZ,华仁药业
300114.SZ,中航电测
300118.SZ,东方日升
300123.SZ,亚光科技
300128.SZ,锦富技术
300130.SZ,新国都
300131.SZ,英唐智控
300137.SZ,先河环保
300140.SZ,中环装备
300143.SZ,盈康生命
300145.SZ,中金环境
300148.SZ,天舟文化
300149.SZ,量子生物
300158.SZ,振东制药
300170.SZ,汉得信息
300171.SZ,东富龙
300176.SZ,派生科技
300177.SZ,中海达
300178.SZ,腾邦国际
300183.SZ,东软载波
300184.SZ,力源信息
300185.SZ,通裕重工
300188.SZ,美亚柏科
300191.SZ,潜能恒信
300194.SZ,福安药业
300198.SZ,纳川股份
300203.SZ,聚光科技
300205.SZ,天喻信息
300208.SZ,青岛中程
300209.SZ,天泽信息
300212.SZ,易华录
300213.SZ,佳讯飞鸿
300215.SZ,电科院
300219.SZ,鸿利智汇
300222.SZ,科大智能
300223.SZ,北京君正
300224.SZ,正海磁材
300226.SZ,上海钢联
300229.SZ,拓尔思
300232.SZ,洲明科技
300233.SZ,金城医药
300236.SZ,上海新阳
300237.SZ,美晨生态
300238.SZ,冠昊生物
300248.SZ,新开普
300252.SZ,金信诺
300255.SZ,常山药业
300256.SZ,星星科技
300262.SZ,巴安水务
300263.SZ,隆华科技
300266.SZ,兴源环境
300271.SZ,华宇软件
300276.SZ,三丰智能
300278.SZ,华昌达
300284.SZ,苏交科
300287.SZ,飞利信
300288.SZ,朗玛信息
300292.SZ,吴通控股
300294.SZ,博雅生物
300298.SZ,三诺生物
300299.SZ,富春股份
300300.SZ,汉鼎宇佑
300302.SZ,同有科技
300303.SZ,聚飞光电
300307.SZ,慈星股份
300309.SZ,吉艾科技
300310.SZ,宜通世纪
300311.SZ,任子行
300317.SZ,珈伟新能
300322.SZ,硕贝德
300323.SZ,华灿光电
300326.SZ,凯利泰
300327.SZ,中颖电子
300328.SZ,宜安科技
300332.SZ,天壕环境
300336.SZ,新文化
300339.SZ,润和软件
300343.SZ,联创股份
300348.SZ,长亮科技
300349.SZ,金卡智能
300352.SZ,北信源
300353.SZ,东土科技
300355.SZ,蒙草生态
300357.SZ,我武生物
300359.SZ,全通教育
300363.SZ,博腾股份
300364.SZ,中文在线
300365.SZ,恒华科技
300366.SZ,创意信息
300367.SZ,东方网力
300368.SZ,汇金股份
300369.SZ,绿盟科技
300373.SZ,扬杰科技
300377.SZ,赢时胜
300378.SZ,鼎捷软件
300379.SZ,东方通
300386.SZ,飞天诚信
300388.SZ,国祯环保
300393.SZ,中来股份
300394.SZ,天孚通信
300398.SZ,飞凯材料
300401.SZ,花园生物
300406.SZ,九强生物
300409.SZ,道氏技术
300410.SZ,正业科技
300423.SZ,鲁亿通
300424.SZ,航新科技
300428.SZ,四通新材
300429.SZ,强力新材
300438.SZ,鹏辉能源
300439.SZ,美康生物
300441.SZ,鲍斯股份
300450.SZ,先导智能
300451.SZ,创业慧康
300456.SZ,赛微电子
300457.SZ,赢合科技
300458.SZ,全志科技
300463.SZ,迈克生物
300467.SZ,迅游科技
300474.SZ,景嘉微
300476.SZ,胜宏科技
300477.SZ,合纵科技
300482.SZ,万孚生物
300487.SZ,蓝晓科技
300495.SZ,美尚生态
300496.SZ,中科创达
300497.SZ,富祥药业
300502.SZ,新易盛
300504.SZ,天邑股份
300506.SZ,名家汇
300510.SZ,金冠股份
300520.SZ,科大国创
300523.SZ,辰安科技
300527.SZ,中国应急
300531.SZ,优博讯
300533.SZ,冰川网络
300558.SZ,贝达药业
300559.SZ,佳发教育
300567.SZ,精测电子
300568.SZ,星源材质
300570.SZ,太辰光
300571.SZ,平治信息
300572.SZ,安车检测
300595.SZ,欧普康视
300596.SZ,利安隆
300602.SZ,飞荣达
300607.SZ,拓斯达
300613.SZ,富瀚微
300616.SZ,尚品宅配
300618.SZ,寒锐钴业
300623.SZ,捷捷微电
300624.SZ,万兴科技
300630.SZ,普利制药
300633.SZ,开立医疗
300634.SZ,彩讯股份
300638.SZ,广和通
300661.SZ,圣邦股份
300662.SZ,科锐国际
300664.SZ,鹏鹞环保
300666.SZ,江丰电子
300673.SZ,佩蒂股份
300674.SZ,宇信科技
300676.SZ,华大基因
300679.SZ,电连技术
300682.SZ,朗新科技
300684.SZ,中石科技
300685.SZ,艾德生物
300699.SZ,光威复材
300702.SZ,天宇股份
300723.SZ,一品红
300724.SZ,捷佳伟创
300725.SZ,药石科技
300726.SZ,宏达电子
300735.SZ,光弘科技
300737.SZ,科顺股份
300740.SZ,御家汇
300741.SZ,华宝股份
300747.SZ,锐科激光
300748.SZ,金力永磁
300751.SZ,迈为股份
300755.SZ,华致酒行
300759.SZ,康龙化成
300761.SZ,立华股份
300765.SZ,新诺威
300766.SZ,每日互动
300768.SZ,迪普科技
300770.SZ,新媒股份
300771.SZ,智莱科技
300773.SZ,拉卡拉
300775.SZ,三角防务
300776.SZ,帝尔激光
300777.SZ,中简科技
300782.SZ,卓胜微
300783.SZ,三只松鼠
300785.SZ,值得买
300788.SZ,中信出版
600012.SH,皖通高速
600020.SH,中原高速
600035.SH,楚天高速
600054.SH,黄山旅游
600055.SH,万东医疗
600057.SH,厦门象屿
600059.SH,古越龙山
600063.SH,皖维高新
600067.SH,冠城大通
600069.SH,*ST银鸽
600072.SH,中船科技
600075.SH,新疆天业
600076.SH,康欣新材
600090.SH,同济堂
600093.SH,易见股份
600096.SH,云天化
600103.SH,青山纸业
600105.SH,永鼎股份
600106.SH,重庆路桥
600108.SH,亚盛集团
600110.SH,诺德股份
600114.SH,东睦股份
600116.SH,三峡水利
600123.SH,兰花科创
600129.SH,太极集团
600131.SH,国网信通
600133.SH,东湖高新
600136.SH,当代文体
600146.SH,商赢环球
600162.SH,香江控股
600169.SH,太原重工
600172.SH,黄河旋风
600175.SH,*ST美都
600180.SH,瑞茂通
600184.SH,光电股份
600185.SH,格力地产
600197.SH,伊力特
600200.SH,江苏吴中
600206.SH,有研新材
600207.SH,安彩高科
600210.SH,紫江企业
600211.SH,西藏药业
600217.SH,中再资环
600226.SH,瀚叶股份
600227.SH,圣济堂
600229.SH,城市传媒
600230.SH,沧州大化
600231.SH,凌钢股份
600239.SH,云南城投
600242.SH,中昌数据
600252.SH,中恒集团
600255.SH,*ST梦舟
600261.SH,阳光照明
600269.SH,赣粤高速
600278.SH,东方创业
600283.SH,钱江水利
600284.SH,浦东建设
600285.SH,羚锐制药
600295.SH,鄂尔多斯
600300.SH,维维股份
600305.SH,恒顺醋业
600308.SH,华泰股份
600310.SH,桂东电力
600318.SH,新力金融
600320.SH,振华重工
600322.SH,天房发展
600323.SH,瀚蓝环境
600326.SH,西藏天路
600330.SH,天通股份
600331.SH,宏达股份
600337.SH,美克家居
600343.SH,航天动力
600351.SH,亚宝药业
600360.SH,华微电子
600363.SH,联创光电
600366.SH,宁波韵升
600378.SH,昊华科技
600382.SH,广东明珠
600389.SH,江山股份
600391.SH,航发科技
600400.SH,红豆股份
600420.SH,现代制药
600422.SH,昆药集团
600449.SH,宁夏建材
600456.SH,宝钛股份
600458.SH,时代新材
600459.SH,贵研铂业
600467.SH,好当家
600477.SH,杭萧钢构
600480.SH,凌云股份
600481.SH,双良节能
600483.SH,福能股份
600490.SH,鹏欣资源
600491.SH,龙元建设
600495.SH,晋西车轴
600496.SH,精工钢构
600502.SH,安徽建工
600503.SH,华丽家族
600508.SH,上海能源
600512.SH,腾达建设
600517.SH,国网英大
600523.SH,贵航股份
600529.SH,山东药玻
600531.SH,豫光金铅
600533.SH,栖霞建设
600546.SH,山煤国际
600548.SH,深高速
600550.SH,保变电气
600552.SH,凯盛科技
600559.SH,老白干酒
600562.SH,国睿科技
600568.SH,中珠医疗
600569.SH,安阳钢铁
600571.SH,信雅达
600577.SH,精达股份
600581.SH,八一钢铁
600587.SH,新华医疗
600590.SH,泰豪科技
600596.SH,新安股份
600601.SH,方正科技
600602.SH,云赛智联
600603.SH,广汇物流
600604.SH,市北高新
600611.SH,大众交通
600612.SH,老凤祥
600618.SH,氯碱化工
600619.SH,海立股份
600621.SH,华鑫股份
600622.SH,光大嘉宝
600624.SH,复旦复华
600626.SH,申达股份
600635.SH,大众公用
600636.SH,国新文化
600638.SH,新黄浦
600641.SH,万业企业
600650.SH,锦江投资
600658.SH,电子城
600662.SH,强生控股
600667.SH,太极实业
600668.SH,尖峰集团
600676.SH,交运股份
600681.SH,百川能源
600684.SH,珠江实业
600685.SH,中船防务
600686.SH,金龙汽车
600691.SH,阳煤化工
600702.SH,舍得酒业
600708.SH,光明地产
600710.SH,苏美达
600711.SH,盛屯矿业
600715.SH,文投控股
600720.SH,祁连山
600734.SH,实达集团
600736.SH,苏州高新
600738.SH,兰州民百
600740.SH,山西焦化
600742.SH,一汽富维
600750.SH,江中药业
600756.SH,浪潮软件
600758.SH,红阳能源
600761.SH,安徽合力
600764.SH,中国海防
600771.SH,广誉远
600773.SH,西藏城投
600775.SH,南京熊猫
600783.SH,鲁信创投
600789.SH,鲁抗医药
600790.SH,轻纺城
600797.SH,浙大网新
600798.SH,宁波海运
600800.SH,天津磁卡
600803.SH,新奥股份
600810.SH,神马股份
600812.SH,华北制药
600825.SH,新华传媒
600831.SH,广电网络
600846.SH,同济科技
600850.SH,华东电脑
600851.SH,海欣股份
600855.SH,航天长峰
600864.SH,哈投股份
600868.SH,梅雁吉祥
600873.SH,梅花生物
600876.SH,洛阳玻璃
600894.SH,广日股份
600897.SH,厦门空港
600929.SH,湖南盐业
600933.SH,爱柯迪
600936.SH,广西广电
600963.SH,岳阳林纸
600966.SH,博汇纸业
600971.SH,恒源煤电
600975.SH,新五丰
600978.SH,*ST宜生
600981.SH,汇鸿集团
600984.SH,建设机械
600986.SH,科达股份
600987.SH,航民股份
600988.SH,赤峰黄金
600990.SH,四创电子
600993.SH,马应龙
600995.SH,文山电力
600997.SH,开滦股份
601010.SH,文峰股份
601011.SH,宝泰隆
601015.SH,陕西黑猫
601020.SH,华钰矿业
601058.SH,赛轮轮胎
601069.SH,西部黄金
601101.SH,昊华能源
601107.SH,四川成渝
601116.SH,三江购物
601126.SH,四方股份
601137.SH,博威合金
601163.SH,三角轮胎
601222.SH,林洋能源
601330.SH,绿色动力
601366.SH,利群股份
601369.SH,陕鼓动力
601375.SH,中原证券
601515.SH,东风股份
601519.SH,大智慧
601566.SH,九牧王
601567.SH,三星医疗
601588.SH,北辰实业
601595.SH,上海电影
601606.SH,长城军工
601619.SH,嘉泽新能
601636.SH,旗滨集团
601666.SH,平煤股份
601677.SH,明泰铝业
601700.SH,风范股份
601789.SH,宁波建工
601858.SH,中国科传
601886.SH,江河集团
601890.SH,亚星锚链
601908.SH,京运通
601918.SH,新集能源
601929.SH,吉视传媒
601949.SH,中国出版
601952.SH,苏垦农发
603008.SH,喜临门
603012.SH,创力集团
603013.SH,亚普股份
603018.SH,中设集团
603026.SH,石大胜华
603027.SH,千禾味业
603039.SH,泛微网络
603043.SH,广州酒家
603058.SH,永吉股份
603063.SH,禾望电气
603068.SH,博通集成
603081.SH,大丰实业
603096.SH,新经典
603098.SH,森特股份
603103.SH,横店影视
603105.SH,芯能科技
603108.SH,润达医疗
603111.SH,康尼机电
603113.SH,金能科技
603118.SH,共进股份
603127.SH,昭衍新药
603128.SH,华贸物流
603169.SH,兰石重装
603180.SH,金牌厨柜
603185.SH,上机数控
603218.SH,日月股份
603220.SH,中贝通信
603222.SH,济民制药
603236.SH,移远通信
603267.SH,鸿远电子
603279.SH,景津环保
603298.SH,杭叉集团
603299.SH,苏盐井神
603305.SH,旭升股份
603308.SH,应流股份
603313.SH,梦百合
603318.SH,派思股份
603323.SH,苏农银行
603327.SH,福蓉科技
603337.SH,杰克股份
603345.SH,安井食品
603348.SH,文灿股份
603357.SH,设计总院
603359.SH,东珠生态
603363.SH,傲农生物
603367.SH,辰欣药业
603368.SH,柳药股份
603383.SH,顶点软件
603387.SH,基蛋生物
603393.SH,新天然气
603399.SH,吉翔股份
603421.SH,鼎信通讯
603429.SH,集友股份
603456.SH,九洲药业
603458.SH,勘设股份
603466.SH,风语筑
603508.SH,思维列控
603533.SH,掌阅科技
603555.SH,*ST贵人
603557.SH,起步股份
603579.SH,荣泰健康
603583.SH,捷昌驱动
603587.SH,地素时尚
603588.SH,高能环境
603590.SH,康辰药业
603595.SH,东尼电子
603596.SH,伯特利
603599.SH,广信股份
603603.SH,博天环境
603605.SH,珀莱雅
603606.SH,东方电缆
603609.SH,禾丰牧业
603612.SH,索通发展
603613.SH,国联股份
603618.SH,杭电股份
603619.SH,中曼石油
603626.SH,科森科技
603636.SH,南威软件
603638.SH,艾迪精密
603648.SH,畅联股份
603660.SH,苏州科达
603666.SH,亿嘉和
603676.SH,卫信康
603678.SH,火炬电子
603680.SH,今创集团
603686.SH,龙马环卫
603687.SH,大胜达
603693.SH,江苏新能
603708.SH,家家悦
603711.SH,香飘飘
603713.SH,密尔克卫
603718.SH,海利生物
603727.SH,博迈科
603728.SH,鸣志电器
603733.SH,仙鹤股份
603737.SH,三棵树
603773.SH,沃格光电
603777.SH,来伊份
603801.SH,志邦家居
603803.SH,瑞斯康达
603808.SH,歌力思
603826.SH,坤彩科技
603839.SH,安正时尚
603848.SH,好太太
603869.SH,新智认知
603876.SH,鼎胜新材
603881.SH,数据港
603896.SH,寿仙谷
603898.SH,好莱客
603900.SH,莱绅通灵
603915.SH,国茂股份
603919.SH,金徽酒
603920.SH,世运电路
603956.SH,威派格
603959.SH,百利科技
603979.SH,金诚信
603980.SH,吉华集团
603989.SH,艾华集团
603997.SH,继峰股份
